City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,pitimbu,-7.4706,-34.8086,81.19,79,82,12.1,BR,1685051659
286,ad dawadimi,24.5077,44.3924,83.55,28,6,8.86,SA,1685051659
287,conception bay south,47.4999,-52.9981,42.55,90,100,12.41,CA,1685051625
288,buala,-8.145,159.5921,77.4,90,100,7.07,SB,1685051660
289,ugurludag,40.4463,34.4526,55.44,79,65,4.18,TR,1685051660
290,fort bragg,35.139,-79.006,74.75,60,75,16.11,US,1685051660
291,nieuw amsterdam,5.8833,-55.0833,78.03,88,40,6.91,SR,1685051660
292,mondlo,-27.983,30.7177,57.4,51,0,6.4,ZA,1685051661
293,namibe,-15.1961,12.1522,68.25,74,0,9.78,AO,1685051661
294,cide,41.8921,33.0044,59.65,91,50,1.1,TR,1685051661
295,suva,-18.1416,178.4415,71.08,94,75,8.05,FJ,1685051569
296,annaberg-buchholz,50.5795,13.0063,51.69,87,3,1.99,DE,1685051661
297,yangshuo,24.7808,110.4897,73.33,97,72,2.08,CN,1685051662
298,guerrero negro,27.9769,-114.0611,66.36,58,100,19.13,MX,1685051662
299,puerto madero,14.7208,-92.4215,87.76,66,46,10.83,MX,1685051662
300,gorazde,43.6669,18.9764,56.07,98,25,2.26,BA,1685051662
301,yima,34.7381,111.8839,64.02,75,100,0.81,CN,1685051662
302,broome,42.2506,-75.833,63.66,44,0,10.36,US,1685051662
303,alaghsas,17.0187,8.0168,94.8,18,11,3.06,NE,1685051663
304,crane,31.3974,-102.3501,85.93,44,51,15.01,US,1685051663
305,benjamin constant,-4.3831,-70.0311,86.13,74,40,3.44,BR,1685051663
306,wanning,18.8003,110.3967,79.92,90,86,4.7,CN,1685051663
307,lorengau,-2.0226,147.2712,79.75,81,100,3.33,PG,1685051664
308,birobidzhan,48.8,132.95,60.71,72,100,7.4,RU,1685051527
309,richmond,37.5538,-77.4603,70.0,60,75,9.22,US,1685051069
310,jambi city,-1.6,103.6167,73.76,99,80,2.98,ID,1685051664
311,casablanca,33.5928,-7.6192,66.42,80,2,5.59,MA,1685051501
312,tateyama,34.9833,139.8667,66.43,63,17,8.63,JP,1685051665
313,alofi,-19.0595,-169.9187,71.24,70,100,17.56,NU,1685051665
314,haldia,22.0605,88.1097,81.61,84,10,4.59,IN,1685051665
315,south hedland,-20.4089,118.5983,66.13,26,16,12.66,AU,1685051665
316,an nuhud,12.7,28.4333,90.97,20,91,1.14,SD,1685051449
317,long beach,33.767,-118.1892,71.31,71,100,12.66,US,1685051359
318,marquette,46.5333,-87.6335,69.26,41,7,4.0,US,1685051666
319,lata,40.1629,-8.3327,57.34,92,4,2.91,PT,1685051666
320,constantia,44.1833,28.65,61.7,88,59,6.69,RO,1685051402
321,puerto baquerizo moreno,-0.9,-89.6,79.03,76,44,11.72,EC,1685051666
322,gore,-46.1028,168.9436,53.17,77,100,4.5,NZ,1685051666
323,shingu,33.7333,135.9833,64.85,83,100,5.91,JP,1685051667
324,eyl,7.9803,49.8164,82.99,72,50,14.16,SO,1685051667
325,hammerfest,70.6634,23.6821,43.25,56,75,19.57,NO,1685051667
326,collie,-33.3667,116.15,40.62,92,0,4.18,AU,1685051667
327,corbelia,-24.7989,-53.3067,72.75,84,0,6.51,BR,1685051667
328,vorkuta,67.5,64.0,57.83,73,98,10.8,RU,1685051668
329,hwange,-18.3693,26.5019,65.7,47,0,1.28,ZW,1685051668
330,keelung,25.1283,121.7419,81.05,89,42,3.85,TW,1685051668
331,posto fiscal rolim de moura,-13.0833,-62.2667,81.66,69,99,1.36,BR,1685051668
332,usogorsk,63.4106,48.6872,60.42,96,84,4.74,RU,1685051668
333,belomorsk,64.5232,34.7668,48.76,69,100,6.06,RU,1685051669
334,monticello,45.3055,-93.7941,78.84,29,0,13.8,US,1685051331
335,carazinho,-28.2839,-52.7864,71.04,66,0,7.14,BR,1685051669
336,tutoia,-2.7619,-42.2744,79.75,83,84,8.12,BR,1685051669
337,saynshand,44.8824,110.1163,47.46,63,72,10.09,MN,1685051669
338,khovd,48.0056,91.6419,42.13,83,100,3.62,MN,1685051670
339,kingscliff,-28.2667,153.5667,62.76,77,14,9.22,AU,1685051670
340,kenai,60.5544,-151.2583,48.29,90,100,14.97,US,1685051670
341,winkler,49.1817,-97.941,88.57,25,6,17.27,CA,1685051448
342,anqiu,36.4342,119.1925,62.64,83,72,5.14,CN,1685051671
343,arauco,-37.2463,-73.3175,53.69,88,70,12.86,CL,1685051671
344,kudahuvadhoo,2.6708,72.8944,83.07,71,25,7.47,MV,1685051671
345,egilsstadir,65.2653,-14.3948,49.91,37,0,17.27,IS,1685051671
346,tromso,69.6496,18.957,39.22,75,75,24.16,NO,1685051671
347,mutuali,-14.8706,37.0044,60.64,83,0,3.27,MZ,1685051672
348,ballycastle,55.2044,-6.243,52.54,81,33,7.92,GB,1685051672
349,inirida,3.8653,-67.9239,73.24,99,100,1.21,CO,1685051672
350,hit,33.6416,42.8251,78.35,49,88,11.79,IQ,1685051672
351,chui,-33.6971,-53.4616,68.56,74,55,6.29,UY,1685051673
352,chibougamau,49.9168,-74.3659,58.62,26,0,9.22,CA,1685051673
353,kyakhta,50.3508,106.4494,36.48,72,8,3.6,RU,1685051673
354,obudu,6.6674,9.1716,76.82,89,100,4.41,NG,1685051673
355,ancud,-41.8697,-73.8203,45.25,80,97,10.67,CL,1685051673
356,usinsk,65.9939,57.5281,62.28,72,16,18.03,RU,1685051674
357,glenwood springs,39.5505,-107.3248,79.72,26,75,4.61,US,1685051436
358,odder,55.9731,10.153,47.23,79,0,16.96,DK,1685051674
359,tabou,4.423,-7.3528,79.59,87,100,7.11,CI,1685051674
360,guiyang,26.5833,106.7167,73.89,73,100,11.18,CN,1685051674
361,kalinkavichy,52.1323,29.3257,57.54,69,24,1.45,BY,1685051675
362,lompoc,34.6391,-120.4579,74.01,69,40,11.5,US,1685051675
363,sao joao da barra,-21.6403,-41.0511,69.89,85,0,7.47,BR,1685051675
364,balikpapan,-1.2675,116.8289,79.79,94,20,3.44,ID,1685051675
365,sydney,-33.8679,151.2073,60.39,54,0,6.91,AU,1685051398
366,takoradi,4.8845,-1.7554,80.64,85,52,8.23,GH,1685051676
367,kostomuksha,64.571,30.5767,40.69,72,3,6.71,RU,1685051676
368,cottage grove,44.8277,-92.9438,77.23,30,0,10.36,US,1685051435
369,ciudad lazaro cardenas,17.9583,-102.2,86.83,62,13,11.86,MX,1685051417
370,mathis,28.0945,-97.828,93.47,58,71,7.63,US,1685051677
371,puerto carreno,6.189,-67.4859,80.58,83,75,6.91,CO,1685051677
372,tazacorte,28.629,-17.9293,67.17,79,75,5.75,ES,1685051677
373,mount pearl,47.5166,-52.7813,41.95,90,100,10.36,CA,1685051143
374,topchikha,52.8192,83.1185,42.21,55,5,9.04,RU,1685051677
375,magistral'nyy,56.1725,107.4458,35.71,92,71,3.96,RU,1685051678
376,tadine,-21.55,167.8833,72.19,64,3,11.65,NC,1685051678
377,st. john's,47.5649,-52.7093,42.78,92,100,9.22,CA,1685051608
378,ostersund,63.1792,14.6357,41.61,38,40,28.99,SE,1685051678
379,maua,-23.6678,-46.4614,71.06,87,46,4.21,BR,1685051678
380,tual,-5.6667,132.75,81.1,69,59,17.52,ID,1685051679
381,gadzhiyevo,69.2551,33.3362,47.01,57,5,10.49,RU,1685051679
382,keokuk,40.3973,-91.3849,77.52,23,0,12.66,US,1685051679
383,morant bay,17.8815,-76.4093,87.42,68,0,6.17,JM,1685051679
384,saldus,56.6636,22.4881,44.71,92,1,3.91,LV,1685051679
385,champerico,14.3,-91.9167,93.74,65,40,12.75,GT,1685051680
386,old town,50.087,14.4202,56.91,68,0,6.91,CZ,1685051680
387,las terrenas,19.311,-69.5428,87.42,70,75,4.61,DO,1685051680
388,kayangel,8.0823,134.7173,84.72,77,100,18.95,PW,1685051680
389,trincomalee,8.5711,81.2335,81.9,80,7,18.14,LK,1685051680
390,kulhudhuffushi,6.6221,73.07,83.28,75,49,10.36,MV,1685051573
391,saudarkrokur,65.7461,-19.6394,43.07,65,77,6.73,IS,1685051681
392,kitami,43.8031,143.8908,58.12,56,0,4.5,JP,1685051681
393,guskhara,23.5,87.75,79.9,65,5,2.3,IN,1685051681
394,okhotsk,59.3833,143.3,36.43,86,100,2.3,RU,1685051682
395,zheleznogorsk,52.331,35.3711,57.79,88,96,4.97,RU,1685051682
396,neryungri,56.6709,124.6491,42.21,66,100,9.89,RU,1685051682
397,la passe,45.5549,-0.8967,62.83,76,0,19.22,FR,1685051682
398,greenville,35.6127,-77.3663,68.16,83,100,6.91,US,1685051682
399,westport,41.1415,-73.3579,69.28,43,20,12.66,US,1685051683
400,cidreira,-30.1811,-50.2056,68.79,86,5,9.69,BR,1685051683
401,bandarbeyla,9.4942,50.8122,82.38,80,18,17.25,SO,1685051683
402,fort-shevchenko,44.5086,50.263,75.72,43,52,14.79,KZ,1685051683
403,fisterra,42.9049,-9.2629,63.01,73,0,23.11,ES,1685051683
404,al kharijah,25.4514,30.5464,86.29,11,13,9.78,EG,1685051684
405,isoka,-10.1606,32.6335,56.98,82,2,1.39,ZM,1685051684
406,barreiro do jaiba,-15.6167,-43.6,75.04,54,39,11.65,BR,1685051684
407,nogliki,51.8333,143.1667,39.06,89,100,3.09,RU,1685051684
408,sola,-13.8833,167.55,79.45,64,100,17.96,VU,1685051685
409,tazovsky,67.4667,78.7,38.14,86,100,10.36,RU,1685051685
410,dellys,36.9172,3.9131,63.82,88,27,0.87,DZ,1685051685
411,rohatyn,49.409,24.6093,55.04,91,26,5.14,UA,1685051685
412,phitsanulok,16.9167,100.5,79.77,64,89,0.13,TH,1685051686
413,mahina,-17.5065,-149.489,85.77,62,20,2.3,PF,1685051686
414,awjilah,29.1081,21.2869,82.69,24,89,15.64,LY,1685051686
415,east london,-33.0153,27.9116,62.31,81,99,23.8,ZA,1685051686
416,panaba,21.2833,-88.2667,87.94,47,0,15.59,MX,1685051686
417,alice springs,-23.7,133.8833,49.55,71,75,13.94,AU,1685051687
418,queenstown,-31.8976,26.8753,50.52,69,67,19.62,ZA,1685051687
419,verkh-neyvinskiy,57.2701,60.1376,58.39,68,34,1.86,RU,1685051687
420,cedeira,43.6797,-8.0209,58.39,83,8,24.25,ES,1685051687
421,barreirinhas,-2.7469,-42.8264,76.78,92,41,5.86,BR,1685051687
422,simanggang,1.2472,111.4528,76.98,100,100,2.3,MY,1685051688
423,bhadra,29.1167,75.1667,82.27,58,73,9.82,IN,1685051688
424,surskoye,54.4821,46.7214,66.67,61,96,4.56,RU,1685051688
425,tagab,34.855,69.6492,62.26,30,0,7.36,AF,1685051688
426,rongelap,11.1635,166.8941,82.24,78,100,19.6,MH,1685051688
427,fiambala,-27.6871,-67.6149,68.79,28,20,2.26,AR,1685051689
428,minas de marcona,-15.2119,-75.1103,63.18,72,14,12.01,PE,1685051689
429,kangding,30.0513,101.9603,50.79,93,68,3.13,CN,1685051689
430,grand-lahou,5.1367,-5.0242,80.08,88,99,8.14,CI,1685051689
431,mirpur sakro,24.5474,67.6277,82.4,87,90,23.94,PK,1685051689
432,tacoronte,28.4769,-16.4102,61.16,84,20,5.99,ES,1685051690
433,picos,-7.0769,-41.4669,81.9,53,21,8.1,BR,1685051690
434,kupang,-10.1667,123.5833,75.78,83,20,9.22,ID,1685051690
435,babu,24.4167,111.5167,74.8,97,48,3.83,CN,1685051690
436,senador jose porfirio,-2.5908,-51.9542,79.68,81,99,3.44,BR,1685051690
437,kitimat,54.0524,-128.6534,75.69,48,42,7.0,CA,1685051691
438,ballina,-28.8667,153.5667,63.79,70,97,8.08,AU,1685051397
439,cherepovets,59.1333,37.9,52.23,86,24,5.75,RU,1685051691
440,portland,45.5234,-122.6762,83.16,40,20,12.66,US,1685051352
441,pangkalanbuun,-2.6833,111.6167,74.08,99,97,1.74,ID,1685051691
442,fortuna,40.5982,-124.1573,56.66,87,20,17.27,US,1685051677
443,kununurra,-15.7667,128.7333,53.58,82,3,0.0,AU,1685051692
444,borgetto,38.0471,13.1435,65.37,85,20,10.36,IT,1685051692
445,coahuayana de hidalgo,18.7,-103.6583,89.74,51,96,7.85,MX,1685051692
446,hongjiang,27.11,109.9956,72.45,96,99,2.71,CN,1685051692
447,pierre,44.3683,-100.351,86.27,35,20,20.71,US,1685051473
448,alta,69.9689,23.2717,42.06,56,0,9.22,NO,1685051693
449,serang,-6.1149,106.1502,77.9,84,55,1.52,ID,1685051693
450,thunder bay,48.4001,-89.3168,62.51,23,40,12.66,CA,1685051620
451,unai,-16.3575,-46.9061,71.85,48,1,3.38,BR,1685051693
452,varshets,43.1953,23.2861,58.19,84,81,3.33,BG,1685051694
453,kittila,67.6647,24.8936,42.94,52,0,5.75,FI,1685051694
454,malango,-2.9627,119.9001,66.56,98,94,1.7,ID,1685051694
455,t'ongch'on-up,38.9539,127.8917,59.47,79,40,6.62,KP,1685051694
456,lautoka,-17.6167,177.4667,75.06,78,40,5.75,FJ,1685051694
457,saint-philippe,-21.3585,55.7679,67.59,86,100,12.08,RE,1685051695
458,miri,4.4148,114.0089,77.14,94,20,2.3,MY,1685051695
459,soran,49.78,72.8506,52.29,74,93,3.67,KZ,1685051695
460,tinajo,29.0788,-13.7081,67.08,68,20,8.05,ES,1685051695
461,ngama,11.7833,17.1667,93.18,32,82,1.63,TD,1685051696
462,peniche,39.3558,-9.3811,64.29,93,2,8.9,PT,1685051696
463,hobyo,5.3505,48.5268,82.33,76,25,15.59,SO,1685051696
464,dno,57.8277,29.9637,54.46,90,63,6.24,RU,1685051696
465,ramnagar,29.4,79.1167,71.08,79,25,4.54,IN,1685051697
466,san patricio,28.017,-97.5169,89.55,55,77,11.72,US,1685051697
467,yemva,62.59,50.8594,62.73,80,73,9.4,RU,1685051697
468,bermejo,-32.8833,-68.8,67.91,60,40,2.3,AR,1685051697
469,krasnoural'sk,58.3638,60.0407,58.96,65,30,1.95,RU,1685051698
470,plastun,44.7561,136.2939,56.01,65,100,4.47,RU,1685051698
471,akureyri,65.6835,-18.0878,46.33,57,75,2.3,IS,1685051611
472,orapa,-21.2833,25.3667,69.35,28,56,5.55,BW,1685051698
473,nago,26.5881,127.9761,72.45,72,36,8.86,JP,1685051698
474,nizhneudinsk,54.9076,99.0276,36.59,70,92,4.41,RU,1685051698
475,lazaro cardenas,17.9583,-102.2,86.83,62,13,11.86,MX,1685051699
476,brezina,33.0989,1.2608,68.99,31,8,4.21,DZ,1685051699
477,anori,-3.7728,-61.6442,80.42,81,100,2.91,BR,1685051699
478,bourg-saint-maurice,45.6172,6.769,54.66,90,24,5.75,FR,1685051700
479,finspang,58.7058,15.7674,53.11,52,14,7.7,SE,1685051700
480,nicoya,10.1483,-85.452,83.91,70,100,1.81,CR,1685051700
481,funafuti,-8.5243,179.1942,82.4,94,75,2.3,TV,1685051700
482,bundibugyo,0.7414,30.0417,68.05,90,40,2.77,UG,1685051700
483,at taj,24.2049,23.2857,86.65,12,98,5.19,LY,1685051701
484,karratha,-20.7377,116.8463,66.58,25,11,18.1,AU,1685051701
485,hornostayivka,47.0078,33.729,66.24,79,91,4.65,UA,1685051701
486,acarau,-2.8856,-40.12,78.96,84,48,9.17,BR,1685051701
487,nanping,26.645,118.1736,72.34,97,100,3.0,CN,1685051701
488,kukuna,9.4,-12.6667,75.24,96,100,2.46,SL,1685051702
489,rocha,-34.4833,-54.3333,69.58,64,99,6.78,UY,1685051702
490,aitape,-3.1374,142.3475,79.65,85,89,1.97,PG,1685051702
491,salavan,15.7167,106.4167,72.12,89,41,2.55,LA,1685051703
492,abepura,-2.6333,140.5833,77.81,83,20,2.3,ID,1685051703
493,chebarkul',54.9749,60.3633,67.55,49,61,2.64,RU,1685051703
494,ghat,24.9647,10.1728,85.1,12,94,3.13,LY,1685051703
495,abdulino,53.7,53.6667,64.58,51,16,3.96,RU,1685051704
496,tagta,41.6504,59.9164,67.95,34,0,6.91,TM,1685051704
497,yashkul',46.1711,45.3435,75.99,60,99,2.89,RU,1685051704
498,iwanai,42.9744,140.5089,63.18,50,15,5.66,JP,1685051704
499,cockburn town,21.4612,-71.1419,81.72,74,14,3.02,TC,1685051704
500,yinchuan,38.4681,106.2731,64.6,18,100,7.34,CN,1685051705
501,kasane,-17.8167,25.15,63.57,38,0,6.2,BW,1685051705
502,mandalgovi,45.7625,106.2708,42.87,62,79,4.76,MN,1685051705
503,zouerate,22.7187,-12.4521,74.44,64,100,10.69,MR,1685051706
504,el tigre,8.8875,-64.2454,88.27,48,95,6.78,VE,1685051706
505,shymkent,42.3,69.6,63.19,27,0,6.71,KZ,1685051706
506,sen monorom,12.45,107.2,69.13,92,70,3.83,KH,1685051706
507,toamasina,-18.1667,49.3833,69.8,88,40,6.91,MG,1685051707
508,barentu,15.1139,37.5928,85.21,32,5,1.19,ER,1685051707
509,concordia,-31.393,-58.0209,75.27,74,0,4.61,AR,1685051707
510,dawei,14.0833,98.2,78.4,85,90,2.15,MM,1685051707
511,dunedin,-45.8742,170.5036,61.81,43,100,11.01,NZ,1685051708
512,sampit,-2.5333,112.95,74.25,99,99,2.26,ID,1685051605
513,selfoss,63.9331,-20.9971,45.05,76,100,12.68,IS,1685051708
514,karachev,53.1229,34.9852,55.83,88,78,3.76,RU,1685051708
515,tongliao,43.6125,122.2653,61.79,48,25,6.55,CN,1685051708
516,ouani,-12.1322,44.4258,77.74,70,1,9.04,KM,1685051709
517,arawa,-6.2132,155.5367,82.18,74,100,2.37,PG,1685051709
518,colonia,50.9333,6.95,55.94,76,0,2.3,DE,1685051650
519,madang,-5.2246,145.7966,75.0,87,100,3.91,PG,1685051709
520,arno,60.1167,18.6333,48.78,61,84,14.32,SE,1685051709
521,kolosovka,56.4678,73.611,43.84,69,3,7.61,RU,1685051710
522,hami,42.8,93.45,69.96,21,100,9.98,CN,1685051710
523,san juan de miraflores,-12.1629,-76.9635,75.16,68,71,9.66,PE,1685051710
524,st ives,50.2086,-5.4875,57.52,89,24,9.91,GB,1685051710
525,sitia,35.2,26.0986,66.97,75,36,3.96,GR,1685051711
526,yelizovo,53.1873,158.3805,50.14,71,75,4.47,RU,1685051711
527,whakatane,-37.9585,176.9854,54.77,74,5,2.28,NZ,1685051711
528,colby,39.3958,-101.0524,71.01,79,75,19.57,US,1685051515
529,sarmiento,-45.5882,-69.07,41.79,41,0,24.27,AR,1685051711
530,hadibu,12.65,54.0333,84.54,71,1,5.82,YE,1685051712
531,xinqing,48.2333,129.5,53.92,80,100,7.7,CN,1685051712
532,khandyga,62.6667,135.6,46.17,71,85,0.83,RU,1685051712
533,jabat,7.75,168.9751,82.76,77,100,16.71,MH,1685051712
534,puerto aysen,-45.4,-72.7,41.04,81,75,0.0,CL,1685051712
535,dana point,33.467,-117.6981,73.6,72,24,11.01,US,1685051713
536,bengkulu,-3.8004,102.2655,77.9,86,70,4.38,ID,1685051713
537,pursat,12.3333,103.6667,76.82,77,24,2.66,KH,1685051713
538,kirakira,-10.4544,161.9205,77.95,89,100,6.42,SB,1685051713
539,champoton,19.35,-90.7167,84.27,60,1,10.92,MX,1685051713
540,washington,47.5001,-120.5015,73.94,32,8,4.25,US,1685051195
541,woodfin,35.6334,-82.5821,76.89,46,30,1.99,US,1685051714
542,nadi,-17.8,177.4167,75.2,78,40,5.75,FJ,1685051714
543,ammon,43.4696,-111.9666,71.65,55,0,5.75,US,1685051714
544,santana,-0.0583,-51.1817,82.58,94,40,3.44,BR,1685051715
545,narva,59.3772,28.1903,46.92,96,13,4.34,EE,1685051715
546,kerikeri,-35.2268,173.9474,57.9,96,15,1.7,NZ,1685051715
547,dalandzadgad,43.5708,104.425,48.33,50,7,3.98,MN,1685051715
548,arteche,12.2645,125.4048,78.82,87,96,5.93,PH,1685051715
549,the pas,53.8251,-101.2541,57.22,94,100,4.61,CA,1685051716
550,taperoa,-7.2075,-36.8267,73.0,83,78,15.64,BR,1685051716
551,busselton,-33.65,115.3333,47.08,81,0,8.34,AU,1685051716
552,banda aceh,5.5577,95.3222,80.69,79,95,10.49,ID,1685051716
553,fort mcmurray,56.7268,-111.381,65.79,48,100,4.61,CA,1685051716
554,west torrington,41.8184,-73.1437,67.75,45,8,7.0,US,1685051717
555,loango,-4.6719,11.8312,78.46,89,75,8.05,CG,1685051717
556,castillos,-34.1667,-53.8333,69.58,69,64,7.2,UY,1685051717
557,cobija,-11.0267,-68.7692,86.18,70,20,3.44,BO,1685051717
558,kruisfontein,-34.0033,24.7314,52.88,83,100,22.35,ZA,1685051717
559,onega,63.9061,38.1404,46.69,92,75,9.04,RU,1685051718
560,ilukste,55.9775,26.2966,53.17,96,78,4.43,LV,1685051718
561,tarawa,1.419,172.984,84.29,74,75,10.36,KI,1685051718
562,hithadhoo,-0.6,73.0833,83.55,68,26,10.25,MV,1685051718
563,mazamari,-11.3258,-74.5308,78.62,80,64,1.3,PE,1685051718
564,ternate,0.8,127.4,80.58,83,93,9.19,ID,1685051719
565,shimabara,32.7833,130.3667,68.11,75,34,4.03,JP,1685051719
566,bodaybo,57.8506,114.1933,39.13,98,100,2.17,RU,1685051719
567,tra vinh,9.9347,106.3453,78.46,87,94,3.98,VN,1685051719
568,mount gambier,-37.8333,140.7667,50.85,61,99,9.13,AU,1685051719
569,winchester,51.0651,-1.3187,57.97,67,0,5.75,GB,1685051720
570,manokwari,-0.8667,134.0833,80.13,75,100,2.95,ID,1685051720
571,velez rubio,37.6484,-2.0769,55.15,84,84,5.5,ES,1685051720
572,buka,40.8108,69.1986,66.0,33,100,6.89,UZ,1685051720
